	L	R	LR
0	1.0	100.0	17.21
1	0.9950428507740219	99.99504285077401	17.21495714922598
2	0.9901159413209522	99.99011594132094	17.21988405867905
3	0.9852191235746637	99.98521912357465	17.224780876425342
4	0.9803522062910542	99.98035220629104	17.22964779370895
5	0.975515001915857	99.97551500191585	17.234484998084145
6	0.9707073260105183	99.97070732601051	17.239292673989482
7	0.9659289955091501	99.96592899550915	17.24407100449085
8	0.9611798286543428	99.96117982865434	17.248820171345656
9	0.9564596448244734	99.95645964482446	17.253540355175524
10	0.9517682644380329	99.95176826443802	17.258231735561964
11	0.9471055090557424	99.94710550905573	17.262894490944255
12	0.9424712014652503	99.94247120146524	17.267528798534748
13	0.9378651655891999	99.93786516558919	17.2721348344108
14	0.9332872264535496	99.93328722645354	17.27671277354645
15	0.9287372101724153	99.9287372101724	17.281262789827586
16	0.9242149439558061	99.92421494395579	17.285785056044197
17	0.91972025611223	99.91972025611221	17.290279743887776
18	0.9152529760454114	99.9152529760454	17.294747023954596
19	0.910812934245805	99.9108129342458	17.299187065754204
20	0.9063999622814879	99.90639996228148	17.30360003771852
21	0.9020138927899474	99.90201389278994	17.307986107210063
22	0.8976545594709322	99.89765455947092	17.31234544052908
23	0.8933217970796962	99.8933217970797	17.316678202920315
24	0.8890154414202138	99.88901544142021	17.3209845585798
25	0.8847353293386698	99.88473532933867	17.325264670661344
26	0.8804812987156261	99.88048129871562	17.32951870128439
27	0.8762531884593135	99.87625318845932	17.3337468115407
28	0.8720508384990776	99.87205083849908	17.337949161500937
29	0.8678740897786514	99.86787408977865	17.342125910221363
30	0.8637227842493481	99.86372278424935	17.346277215750664
31	0.8595967648633105	99.85959676486331	17.350403235136703
32	0.8554958755668582	99.85549587556686	17.354504124433156
33	0.8514199612939074	99.85141996129391	17.358580038706105
34	0.8473688679594354	99.84736886795945	17.362631132040576
35	0.8433424424532824	99.84334244245329	17.36665755754673
36	0.8393405326333984	99.8393405326334	17.370659467366615
37	0.8353629873189671	99.83536298731897	17.374637012681045
38	0.8314096562843449	99.83140965628435	17.37859034371567
39	0.8274803902530635	99.82748039025306	17.382519609746947
40	0.8235750408916382	99.82357504089163	17.38642495910837
41	0.8196934608031932	99.81969346080318	17.390306539196818
42	0.8158355035211519	99.81583550352114	17.394164496478858
43	0.812001023503091	99.81200102350307	17.39799897649692
44	0.808189876124705	99.80818987612469	17.401810123875308
45	0.804401917673794	99.80440191767379	17.405598082326218
46	0.8006370053442522	99.80063700534424	17.40936299465576
47	0.7968949972300786	99.79689499723007	17.41310500276993
48	0.7931757523194444	99.79317575231943	17.416824247680566
49	0.7894791304888212	99.7894791304888	17.42052086951119
50	0.7858049924971534	99.78580499249713	17.424195007502856
51	0.7821531999800596	99.78215319998003	17.42784680001995
52	0.7785236154440728	99.77852361544404	17.43147638455594
53	0.7749161022609228	99.77491610226089	17.43508389773909
54	0.771330524661863	99.77133052466183	17.438669475338152
55	0.767766747732037	99.76776674773201	17.44223325226798
56	0.7642246374048828	99.76422463740487	17.445775362595132
57	0.7607040604565755	99.76070406045656	17.44929593954344
58	0.7572048845005106	99.7572048845005	17.452795115499505
59	0.7537269779818255	99.75372697798181	17.45627302201819
60	0.7502702101719604	99.75027021017195	17.459729789828057
61	0.7468344511632558	99.74683445116325	17.46316554883676
62	0.7434195718635889	99.74341957186358	17.466580428136425
63	0.740025443991047	99.74002544399104	17.469974556008964
64	0.7366519400686385	99.73665194006864	17.47334805993137
65	0.733298933419041	99.73329893341905	17.476701066580972
66	0.7299662981593851	99.7299662981594	17.48003370184063
67	0.7266539091960759	99.72665390919609	17.483346090803938
68	0.7233616422196496	99.72336164221967	17.486638357780365
69	0.7200893736996667	99.7200893736997	17.489910626300347
70	0.7168369808796402	99.71683698087968	17.493163019120374
71	0.713604341771999	99.71360434177203	17.496395658228014
72	0.7103913351530868	99.7103913351531	17.499608664846924
73	0.7071978405581957	99.70719784055821	17.502802159441814
74	0.7040237382766336	99.70402373827665	17.505976261723376
75	0.7008689093468263	99.70086890934684	17.50913109065318
76	0.6977332355514543	99.69773323555145	17.51226676444855
77	0.6946165994126211	99.69461659941261	17.515383400587385
78	0.6915188841870578	99.69151888418705	17.51848111581295
79	0.6884399738613581	99.68843997386135	17.52156002613865
80	0.6853797531472484	99.68537975314723	17.524620246852763
81	0.6823381074768892	99.68233810747687	17.527661892523124
82	0.6793149229982095	99.67931492299819	17.530685077001802
83	0.6763100865702734	99.67631008657025	17.53368991342974
84	0.673323485758678	99.67332348575866	17.536676514241336
85	0.6703550088309838	99.67035500883097	17.53964499116903
86	0.6674045447521764	99.66740454475216	17.542595455247838
87	0.6644719831801588	99.66447198318014	17.545528016819855
88	0.6615572144612751	99.66155721446125	17.548442785538736
89	0.6586601296258652	99.65866012962584	17.551339870374143
90	0.6557806203838491	99.65578062038382	17.554219379616157
91	0.6529185791203428	99.65291857912031	17.557081420879662
92	0.6500738988913028	99.65007389889126	17.559926101108704
93	0.6472464734192018	99.64724647341916	17.562753526580806
94	0.6444361970887327	99.6444361970887	17.565563802911278
95	0.6416429649425428	99.6416429649425	17.56835703505747
96	0.6388666726769971	99.63886667267695	17.571133327323018
97	0.6361072166379702	99.63610721663792	17.573892783362044
98	0.6333644938166669	99.63336449381661	17.576635506183347
99	0.6306384018454717	99.63063840184542	17.57936159815454
100	0.6279288389938262	99.62792883899377	17.582071161006187
101	0.6252357041641349	99.62523570416408	17.58476429583588
102	0.6225588968876984	99.62255889688765	17.587441103112315
103	0.6198983173206748	99.61989831732063	17.59010168267934
104	0.6172538662400681	99.61725386624003	17.592746133759945
105	0.614625445039744	99.6146254450397	17.59537455496027
106	0.6120129557264734	99.61201295572644	17.597987044273538
107	0.6094163009160009	99.60941630091597	17.60058369908401
108	0.606835383829142	99.60683538382911	17.60316461617087
109	0.6042701082879061	99.60427010828788	17.605729891712105
110	0.6017203787116446	99.60172037871162	17.608279621288368
111	0.5991861001132274	99.5991861001132	17.610813899886786
112	0.5966671780952422	99.59666717809522	17.613332821904773
113	0.5941635188462223	99.5941635188462	17.615836481153792
114	0.5916750291368988	99.59167502913688	17.618324970863117
115	0.5892016163164772	99.58920161631646	17.62079838368354
116	0.5867431883089402	99.58674318830893	17.623256811691075
117	0.5842996536093759	99.58429965360936	17.62570034639064
118	0.5818709212803287	99.58187092128033	17.628129078719688
119	0.5794569009481771	99.57945690094817	17.630543099051838
120	0.5770575027995346	99.57705750279953	17.63294249720048
121	0.5746726375776744	99.57467263757768	17.63532736242234
122	0.5723022165789794	99.57230221657899	17.637697783421036
123	0.5699461516494154	99.56994615164943	17.6400538483506
124	0.5676043551810276	99.56760435518105	17.642395644818986
125	0.5652767401084612	99.56527674010849	17.644723259891553
126	0.5629632199055048	99.56296321990554	17.647036780094506
127	0.5606637085816577	99.5606637085817	17.64933629141835
128	0.5583781206787194	99.55837812067877	17.65162187932129
129	0.5561063712674025	99.55610637126746	17.653893628732607
130	0.5538483759439676	99.55384837594403	17.656151624056044
